cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits
28,23,0.019946813583374023,0.049866676330566406,"{'000000000000000000000000000': 491, '100000000000000000000000000': 533}",4,{26: 3},0.019010305404663086,0.06440949440002441,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{9: 3},0.018010854721069336,0.06682085990905762,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{0: 3},0.014034748077392578,0.06389713287353516,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",57,{0: 57}
28,24,0.027133464813232422,0.040863752365112305,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",11,"{'7': 10, '6,7': 1}",0.016954421997070312,0.05290937423706055,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,"{'26,25': 1, '26': 1}",0.01595759391784668,0.05770301818847656,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",2,"{'6,7': 1, '6': 1}",0.0421452522277832,0.05093860626220703,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",86,"{'4': 57, '0': 22, '0,1': 2, '1,4': 2, '7,10': 2, '1,0': 1, '4,1': 1, '10,7': 1, '4,7': 1}"
28,25,0.012976408004760742,0.04161572456359863,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{17: 3},0.01795172691345215,0.05291271209716797,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{9: 3},0.017007827758789062,0.05590033531188965,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{0: 3},0.01196742057800293,0.05791425704956055,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",91,{0: 91}
28,26,0.013965368270874023,0.039023637771606445,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",2,{20: 2},0.016954898834228516,0.05195260047912598,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,{0: 2},0.014045953750610352,0.05340695381164551,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",2,{0: 2},0.011967897415161133,0.05789351463317871,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",86,{0: 86}
28,27,0.014157533645629883,0.040007591247558594,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{9: 3},0.018004179000854492,0.05190920829772949,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{20: 3},0.016010284423828125,0.05704188346862793,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",3,{0: 3},0.012965202331542969,0.05895566940307617,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",85,{0: 85}
29,4,0.02293848991394043,0.06095480918884277,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'6': 3, '6,7': 1}",0.02293872833251953,0.06189322471618652,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'3': 3, '3,5': 1}",0.016954421997070312,0.06249380111694336,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",4,"{'3': 3, '3,5': 1}",0.019045114517211914,0.11183619499206543,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",25,"{'12,13': 6, '10,12': 4, '7,10': 4, '0': 3, '4,7': 3, '13,12': 3, '13,14': 2, '14,16': 2, '16,19': 2, '19,22': 2, '10,7': 2, '0,1': 2, '12,10': 2, '1,4': 2, '7,4': 1, '22,19': 1, '4,1': 1, '19,16': 1, '16,14': 1, '1,0': 1, '14,13': 1}"
29,5,0.02498459815979004,0.06183505058288574,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",9,"{'18,17': 2, '18': 2, '18,21': 2, '17,18': 1, '18,15': 1, '21,18': 1}",0.013962745666503906,0.06289052963256836,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",9,"{'7,6': 2, '7': 2, '7,4': 2, '6,7': 1, '7,10': 1, '4,7': 1}",0.012022018432617188,0.06189393997192383,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",9,"{'19,20': 2, '19': 2, '19,22': 2, '20,19': 1, '19,16': 1, '22,19': 1}",0.019946813583374023,0.06288647651672363,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",36,"{'11,14': 6, '8,11': 5, '13,14': 4, '5,8': 4, '14,11': 3, '14,13': 2, '14,16': 2, '16,19': 2, '11,8': 2, '19,22': 2, '0,1': 2, '8,5': 2, '15,18': 2, '3,5': 2, '13,12': 2, '2,3': 2, '1,2': 2, '12,15': 2, '5': 1, '12,13': 1, '19,16': 1, '16,14': 1, '1,0': 1, '22,19': 1, '15,12': 1, '18,15': 1, '5,3': 1, '3,2': 1, '2,1': 1, '13': 1}"
29,6,0.035958290100097656,0.06022953987121582,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",9,"{'3': 3, '3,5': 2, '3,2': 2, '5,3': 1, '2,3': 1}",0.01994633674621582,0.06289100646972656,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",9,"{'23': 3, '23,24': 2, '23,21': 2, '24,23': 1, '21,23': 1}",0.015019893646240234,0.06482696533203125,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",9,"{'3': 3, '3,2': 2, '3,5': 2, '2,3': 1, '5,3': 1}",0.020998477935791016,0.058939456939697266,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",31,"{'10': 6, '12': 4, '10,12': 4, '21,23': 2, '12,13': 2, '12,10': 2, '12,15': 2, '15,18': 2, '0,1': 2, '13,14': 2, '7,10': 2, '4,7': 2, '1,4': 2, '18,21': 2, '14,13': 1, '23,21': 1, '1,0': 1, '21,18': 1, '10,7': 1, '18,15': 1, '15,12': 1, '7,4': 1, '4,1': 1, '13,12': 1}"
29,7,0.07489895820617676,0.04886913299560547,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",11,"{'21,23': 3, '21,18': 3, '15,18': 2, '23,24': 1, '23,21': 1, '18,21': 1, '18,15': 1, '21': 1}",0.03609871864318848,0.05698871612548828,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",31,"{'19,22': 6, '14,16': 6, '10,12': 4, '16,14': 3, '22,19': 3, '13,14': 3, '16,19': 3, '14,13': 3, '7,10': 2, '12,10': 2, '12,13': 2, '13,12': 2, '25,26': 2, '25,22': 2, '22,25': 2, '26,25': 1, '19,16': 1, '10,7': 1, '14': 1}",0.028870820999145508,0.06106424331665039,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",34,"{'21,23': 6, '23,24': 6, '10,12': 4, '12,15': 4, '19,22': 4, '24,23': 3, '21,18': 3, '23,21': 3, '24,25': 3, '18,21': 3, '25,22': 2, '22,25': 2, '7,10': 2, '25,26': 2, '18,15': 2, '15,18': 2, '15,12': 2, '12,10': 2, '22,19': 2, '26,25': 1, '25,24': 1, '10,7': 1, '21': 1}",0.02299332618713379,0.06294369697570801,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",36,"{'4,7': 8, '7,10': 6, '7,4': 4, '10,7': 3, '10': 3, '10,12': 3, '1,4': 3, '0,1': 2, '12,13': 2, '12,15': 2, '15,18': 2, '18,21': 2, '13,14': 2, '14,16': 2, '1,2': 2, '4,1': 2, '6,7': 2, '2,3': 2, '1,0': 1, '16,14': 1, '2,1': 1, '14,13': 1, '21,18': 1, '18,15': 1, '7,6': 1, '15,12': 1, '12,10': 1, '3,2': 1, '13,12': 1}"
29,8,0.04208827018737793,0.052963972091674805,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",12,"{'23': 6, '23,21': 2, '23,24': 2, '21,23': 1, '24,23': 1}",0.023987531661987305,0.05998587608337402,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",12,"{'3': 6, '3,2': 2, '3,5': 2, '2,3': 1, '5,3': 1}",0.019003629684448242,0.06388616561889648,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",12,"{'3': 6, '3,2': 2, '3,5': 2, '2,3': 1, '5,3': 1}",0.023935556411743164,0.0580296516418457,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",38,"{'5': 14, '2': 5, '5,8': 4, '3,5': 4, '2,3': 4, '0,1': 2, '1,2': 2, '8,5': 2, '5,3': 2, '3,2': 2, '8,11': 2, '0': 1, '1,0': 1, '2,1': 1, '11,8': 1}"
29,9,0.037993431091308594,0.05542278289794922,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",9,"{'18': 4, '18,17': 2, '18,15': 1, '18,21': 1, '17,18': 1}",0.021013498306274414,0.060894012451171875,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",9,"{'7': 4, '7,6': 2, '7,4': 1, '7,10': 1, '6,7': 1}",0.015957355499267578,0.06544065475463867,"{'100000000000000000000000000': 731, '000000000000000000000000000': 293}",9,"{'25': 4, '25,26': 2, '25,22': 1, '25,24': 1, '26,25': 1}",0.025602340698242188,0.0599522590637207,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",31,"{'4,7': 6, '1': 6, '1,4': 4, '7,4': 3, '0': 2, '0,1': 2, '12,13': 2, '13,14': 2, '14,16': 2, '16,19': 2, '10,12': 2, '12': 2, '7,10': 2, '6,7': 2, '12,10': 1, '4,1': 1, '19,16': 1, '7,6': 1, '16,14': 1, '14,13': 1, '1,0': 1, '13,12': 1, '10,7': 1}"
29,10,0.03894639015197754,0.05097627639770508,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",6,"{'3': 4, '3,5': 1, '3,2': 1}",0.02598857879638672,0.059944868087768555,"{'100000000000000000000000000': 438, '000000000000000000000000000': 586}",10,"{'25': 4, '25,26': 2, '25,22': 1, '25,24': 1, '26,25': 1}",0.01700448989868164,0.062073707580566406,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",11,"{'18': 6, '18,17': 2, '18,15': 1, '18,21': 1, '17,18': 1}",0.028973817825317383,0.0579524040222168,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",38,"{'10,12': 4, '13': 4, '12,13': 4, '15,18': 4, '12,15': 4, '7': 4, '7,10': 3, '12,10': 2, '16,19': 2, '19,20': 2, '13,12': 2, '0,1': 2, '14,16': 2, '15,12': 2, '18,15': 2, '21,23': 2, '4,7': 2, '1,4': 2, '18,21': 2, '16,14': 1, '23,21': 1, '13,14': 1, '0': 1, '10,7': 1, '19,16': 1, '20,19': 1, '7,4': 1, '4,1': 1, '1,0': 1, '21,18': 1}"
29,11,0.09389901161193848,0.09696507453918457,"{'100000000000000000000000000': 290, '000000000000000000000000000': 734}",16,"{'23': 3, '23,24': 3, '24,23': 3, '24': 3, '23,21': 2, '18,21': 2, '24,25': 2, '25,26': 2, '21,18': 1, '26,25': 1}",0.046921730041503906,0.04991936683654785,"{'100000000000000000000000000': 57, '000000000000000000000000000': 967}",38,"{'13,14': 6, '16,19': 4, '14,16': 4, '12,13': 4, '14,13': 3, '26': 3, '16,14': 3, '16': 3, '15,18': 2, '13,12': 2, '7,10': 2, '19,16': 2, '21,23': 2, '4,7': 2, '25,26': 2, '12,15': 2, '22,25': 2, '22,19': 2, '19,22': 2, '1,4': 2, '18,15': 1, '12,10': 1, '15,12': 1, '12': 1, '23,21': 1, '25,22': 1, '26,25': 1, '4,1': 1, '10,7': 1, '7,4': 1, '18,21': 1}",0.038945674896240234,0.04988813400268555,"{'000000000000000000000000000': 973, '100000000000000000000000000': 51}",44,"{'13,14': 6, '11,14': 4, '12,13': 4, '14,16': 4, '16,19': 4, '8,11': 4, '16': 3, '14,13': 3, '26': 3, '16,14': 3, '1,2': 2, '18,21': 2, '22,25': 2, '25,26': 2, '14,11': 2, '15,18': 2, '19,16': 2, '11,8': 2, '21,23': 2, '19,22': 2, '13,12': 2, '3,5': 2, '2,3': 2, '22,19': 2, '8,5': 1, '8': 1, '21,18': 1, '25,22': 1, '26,25': 1, '18,15': 1, '2,1': 1, '23,21': 1, '5,3': 1, '3,2': 1, '12,15': 1}",0.03296971321105957,0.056231021881103516,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",43,"{'0': 9, '12,13': 6, '10': 5, '10,12': 5, '13,14': 4, '7,10': 4, '13,12': 3, '4,7': 3, '14,16': 3, '16,19': 2, '5,8': 2, '10,7': 2, '11,14': 2, '0,1': 2, '1,4': 2, '14,13': 2, '12,10': 2, '22,25': 2, '19,22': 2, '8,5': 1, '14,11': 1, '14': 1, '19,16': 1, '1,0': 1, '22,19': 1, '25,22': 1, '16,14': 1, '7,4': 1, '4,1': 1, '11,8': 1}"
29,12,0.08192133903503418,0.0518341064453125,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",7,"{'14': 3, '14,16': 2, '14,13': 2, '12,13': 2, '16,19': 2, '13,12': 1, '19,16': 1}",0.051995277404785156,0.05092740058898926,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",27,"{'14,16': 6, '16,14': 4, '19,22': 4, '14': 3, '16,19': 3, '5,8': 2, '22,25': 2, '19,16': 2, '22,19': 2, '25,26': 2, '8,11': 2, '14,11': 2, '11,14': 2, '26,25': 1, '8,5': 1, '25,22': 1, '26': 1, '11,8': 1, '16': 1}",0.04104423522949219,0.054030656814575195,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",27,"{'14,16': 6, '16,14': 4, '19,22': 4, '14': 3, '16,19': 3, '5,8': 2, '22,25': 2, '19,16': 2, '22,19': 2, '25,26': 2, '8,11': 2, '14,11': 2, '11,14': 2, '26,25': 1, '8,5': 1, '25,22': 1, '26': 1, '11,8': 1, '16': 1}",0.0379633903503418,0.05700373649597168,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",49,"{'0': 8, '12,13': 8, '12': 6, '13,14': 5, '7,10': 5, '13': 4, '13,12': 4, '10,12': 4, '12,10': 3, '6,7': 2, '16,19': 2, '8,9': 2, '14,13': 2, '1,4': 2, '4,7': 2, '0,1': 2, '10,7': 2, '8,11': 2, '14,16': 2, '19,20': 2, '1,0': 1, '16,14': 1, '19,16': 1, '9,8': 1, '20,19': 1, '7,6': 1, '4,1': 1, '7,4': 1, '11,8': 1, '14,11': 1}"
29,13,0.03304123878479004,0.050986289978027344,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",5,"{'3': 3, '3,5': 1, '3,2': 1}",0.02299356460571289,0.06396198272705078,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.02001214027404785,0.06502437591552734,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.038954734802246094,0.05392932891845703,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",55,"{'4': 18, '0': 11, '10': 6, '7,10': 4, '4,7': 4, '10,7': 2, '12,13': 2, '14,16': 2, '16,19': 2, '2,3': 2, '0,1': 2, '19,20': 2, '7,4': 2, '1,2': 2, '4,1': 2, '1,4': 2, '13,14': 2, '14,13': 1, '10,12': 1, '13,12': 1, '1,0': 1, '16,14': 1, '19,16': 1, '2,1': 1, '3,2': 1, '20,19': 1}"
29,14,0.05293869972229004,0.04494833946228027,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",16,"{'18': 13, '17': 5, '15': 4, '15,18': 1, '18,21': 1, '17,18': 1}",0.02348923683166504,0.05745434761047363,"{'000000000000000000000000000': 567, '100000000000000000000000000': 457}",8,"{'25': 5, '25,22': 1, '25,24': 1, '25,26': 1}",0.018949270248413086,0.06090354919433594,"{'000000000000000000000000000': 576, '100000000000000000000000000': 448}",9,"{'25': 6, '25,22': 1, '25,24': 1, '25,26': 1}",0.03496861457824707,0.05292677879333496,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",59,"{'12': 21, '7': 14, '0': 6, '10,12': 4, '7,10': 3, '12,10': 3, '1,4': 2, '18,21': 2, '12,15': 2, '0,1': 2, '15,18': 2, '13,14': 2, '14,16': 2, '4,7': 2, '14,13': 1, '4,1': 1, '18,15': 1, '16,14': 1, '15,12': 1, '7,4': 1, '1,0': 1, '10,7': 1, '12,13': 1, '21,18': 1}"
29,15,0.04204201698303223,0.04492592811584473,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",11,"{'8': 7, '9': 7, '9,8': 3}",0.021006345748901367,0.057999610900878906,"{'000000000000000000000000000': 507, '100000000000000000000000000': 517}",10,"{'26': 6, '26,25': 2, '25,26': 1}",0.017998933792114258,0.06345772743225098,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",9,"{'17': 6, '17,18': 2, '18,17': 1}",0.03390860557556152,0.0559077262878418,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",32,"{'0': 23, '1': 3, '0,1': 2, '7,10': 2, '4,7': 2, '1,4': 2, '1,0': 1, '10,7': 1, '7,4': 1, '4,1': 1}"
29,16,0.0411069393157959,0.04502701759338379,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",11,"{'8': 7, '9': 6, '9,8': 3}",0.019626617431640625,0.11138248443603516,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",7,"{'6': 4, '6,7': 2, '7,6': 1}",0.016954660415649414,0.058159828186035156,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",7,"{'20': 4, '20,19': 2, '19,20': 1}",0.0339658260345459,0.05297398567199707,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",42,"{'0': 22, '2': 11, '0,1': 2, '1,2': 2, '3,5': 2, '2,3': 2, '1,0': 1, '2,1': 1, '5,3': 1, '3,2': 1}"
29,17,0.038925886154174805,0.049973249435424805,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",11,"{'5': 10, '3': 3, '2': 1, '3,5': 1}",0.018993616104125977,0.057900428771972656,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",6,"{'23': 3, '23,24': 2, '23,21': 1}",0.01795196533203125,0.060892343521118164,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",6,"{'3': 3, '3,2': 2, '3,5': 1}",0.03595733642578125,0.04998207092285156,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",79,"{'11': 37, '0': 11, '3': 10, '5,8': 4, '3,5': 3, '16,19': 2, '11,14': 2, '2,3': 2, '8,9': 2, '14,16': 2, '8,5': 2, '0,1': 2, '1,2': 2, '8,11': 2, '19,20': 2, '16,14': 1, '19,16': 1, '1,0': 1, '20,19': 1, '11,8': 1, '9,8': 1, '3,2': 1, '2,1': 1, '5,3': 1}"
29,18,0.03792691230773926,0.04304766654968262,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",11,"{'7': 8, '6': 5, '7,6': 3}",0.019946575164794922,0.05492091178894043,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",7,"{'20': 4, '20,19': 2, '19,20': 1}",0.0169980525970459,0.06194949150085449,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",7,"{'0': 4, '0,1': 2, '1,0': 1}",0.03699898719787598,0.05498194694519043,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",50,"{'0': 32, '10': 3, '1,4': 2, '4,7': 2, '7,10': 2, '0,1': 2, '15,18': 2, '12,15': 2, '10,12': 2, '18,21': 2, '1,0': 1, '4,1': 1, '7,4': 1, '10,7': 1, '21,18': 1, '18,15': 1, '15,12': 1, '12,10': 1}"
29,19,0.03191399574279785,0.04295659065246582,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",10,"{'6': 6, '7': 6, '7,6': 3}",0.012965202331542969,0.055002450942993164,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,"{'6,7': 2, '7,6': 1}",0.011967897415161133,0.058897972106933594,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",3,"{'6,7': 2, '7,6': 1}",0.03407144546508789,0.05690646171569824,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",33,"{'5': 16, '3,5': 2, '5,8': 2, '8,11': 2, '11,14': 2, '0,1': 2, '0': 2, '2,3': 2, '1,2': 2, '14,16': 2, '3,2': 1, '5,3': 1, '16,14': 1, '2,1': 1, '14,11': 1, '11,8': 1, '1,0': 1, '8,5': 1}"
29,20,0.047069549560546875,0.0399470329284668,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",13,"{'5': 10, '3': 8, '2': 4, '2,3': 1, '3,5': 1}",0.019946813583374023,0.051957130432128906,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",7,"{'23': 5, '23,21': 1, '23,24': 1}",0.019946575164794922,0.05694770812988281,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",7,"{'23': 5, '23,21': 1, '23,24': 1}",0.04293632507324219,0.05485343933105469,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",80,"{'15': 34, '10': 25, '10,12': 3, '1,4': 2, '4,7': 2, '18,21': 2, '7,10': 2, '14,16': 2, '12,15': 2, '13,14': 2, '0,1': 2, '12,13': 2, '15,18': 1, '21,18': 1, '15,12': 1, '12,10': 1, '0': 1, '13,12': 1, '16,14': 1, '10,7': 1, '7,4': 1, '4,1': 1, '1,0': 1, '14,13': 1}"
29,21,0.03599381446838379,0.046846866607666016,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",11,"{'18': 10, '17': 5, '17,18': 1}",0.021941661834716797,0.06489443778991699,"{'100000000000000000000000000': 510, '000000000000000000000000000': 514}",7,"{'26': 5, '26,25': 1}",0.01795172691345215,0.0669546127319336,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",7,"{'0': 6, '0,1': 1}",0.04345703125,0.0608978271484375,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",44,"{'0': 35, '1': 5, '0,1': 2, '1,0': 1, '1,2': 1}"
29,22,0.028922557830810547,0.0444788932800293,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",9,"{'9': 8, '8': 5, '8,9': 1}",0.019946575164794922,0.057885169982910156,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",5,"{'17': 4, '17,18': 1}",0.016016006469726562,0.06200599670410156,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",5,"{'0': 4, '0,1': 1}",0.012964725494384766,0.06490206718444824,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",40,"{'0': 39, '0,1': 1}"
29,23,0.06801247596740723,0.043936967849731445,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",2,{9: 2},0.017009973526000977,0.060010433197021484,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",2,{9: 2},0.017952680587768555,0.06195640563964844,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,{0: 2},0.012965202331542969,0.06388258934020996,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",47,{0: 47}
29,24,0.01296544075012207,0.04189038276672363,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{20: 3},0.016954421997070312,0.051908254623413086,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{0: 3},0.014049530029296875,0.05590629577636719,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.011967658996582031,0.05888843536376953,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",46,{0: 46}
29,25,0.012145757675170898,0.040937185287475586,"{'100000000000000000000000000': 996, '000000000000000000000000000': 28}",2,{26: 1},0.015956878662109375,0.05301618576049805,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",1,{17: 1},0.013050317764282227,0.05285906791687012,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{0: 1},0.011523246765136719,0.05746173858642578,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",49,{0: 49}
29,26,0.013098955154418945,0.040956735610961914,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{6: 3},0.018010616302490234,0.06089591979980469,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{9: 3},0.01495981216430664,0.0579380989074707,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{0: 3},0.013025760650634766,0.061896562576293945,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",48,{0: 48}
29,27,0.013022661209106445,0.03995537757873535,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",2,{20: 2},0.016522645950317383,0.05490374565124512,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",2,{20: 2},0.013962745666503906,0.054955482482910156,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,{0: 2},0.010970592498779297,0.05594301223754883,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",51,{0: 51}
29,28,0.012955904006958008,0.039858341217041016,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{9: 3},0.01801776885986328,0.052977800369262695,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",3,{17: 3},0.01495981216430664,0.054947853088378906,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.01296544075012207,0.05893731117248535,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",94,{0: 94}
30,5,0.033908843994140625,0.05709385871887207,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",7,"{'3': 3, '3,2': 2, '2,3': 1, '3,5': 1}",0.021040916442871094,0.06303524971008301,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",8,"{'3': 3, '3,5': 2, '5,3': 1, '2,3': 1, '3,2': 1}",0.017005443572998047,0.06004452705383301,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",8,"{'23': 3, '23,24': 2, '24,23': 1, '21,23': 1, '23,21': 1}",0.01800370216369629,0.12464261054992676,"{'100000000000000000000000000': 13, '000000000000000000000000000': 1011}",14,"{'0': 4, '0,1': 4, '1,4': 3, '1,0': 2, '4,1': 1}"
30,6,0.03596901893615723,0.05790281295776367,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",12,"{'23': 6, '23,21': 2, '23,24': 2, '21,23': 1, '24,23': 1}",0.021008968353271484,0.0649411678314209,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",12,"{'3': 6, '3,2': 2, '3,5': 2, '2,3': 1, '5,3': 1}",0.017018795013427734,0.06489300727844238,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",12,"{'23': 6, '23,21': 2, '23,24': 2, '21,23': 1, '24,23': 1}",0.024007320404052734,0.06695055961608887,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",36,"{'11': 9, '5,8': 4, '3,5': 4, '0': 3, '5,3': 2, '8,9': 2, '11,14': 2, '1,2': 2, '8,5': 2, '0,1': 2, '8,11': 2, '2,3': 2, '12,15': 2, '13,14': 2, '12,13': 2, '13,12': 1, '14,11': 1, '14,13': 1, '2,1': 1, '15,12': 1, '1,0': 1, '9,8': 1, '3,2': 1, '11,8': 1}"
