cost,depth,tqc3TT,tqc3Depth,tqc3Qubits,tqc2TT,tqc2Depth,tqc2Qubits,tqc1TT,tqc1Depth,tqc1Qubits,tqc0TT,tqc0Depth,tqc0Qubits
33,6,0.07457089424133301,10,"{'96': 3, '96,95': 2, '96,97': 2, '95,96': 1, '97,96': 1, '96,109': 1}",0.046278953552246094,10,"{'96': 3, '96,97': 2, '96,95': 2, '97,96': 1, '95,96': 1, '96,109': 1}",0.045717716217041016,10,"{'12': 3, '12,17': 2, '12,11': 2, '17,12': 1, '11,12': 1, '12,13': 1}",0.13751530647277832,61,"{'63': 6, '23,24': 4, '44,45': 4, '45,54': 4, '54,64': 4, '21,22': 4, '22,23': 4, '0': 3, '54,45': 2, '34,43': 2, '64,65': 2, '66,73': 2, '73,85': 2, '62,72': 2, '64,54': 2, '72,81': 2, '20,21': 2, '81,82': 2, '14,18': 2, '82,83': 2, '0,14': 2, '43,44': 2, '65,66': 2, '19,20': 2, '24,34': 2, '22,21': 2, '18,19': 2, '23,22': 2, '45,44': 2, '24,23': 2, '63,64': 2, '24,25': 2, '25,26': 2, '65,64': 1, '63,62': 1, '14,0': 1, '64,63': 1, '18,14': 1, '66,65': 1, '20,19': 1, '82,81': 1, '73,66': 1, '85,73': 1, '72,62': 1, '81,72': 1, '83,82': 1, '43,34': 1, '34,24': 1, '19,18': 1, '25,24': 1, '26,25': 1, '21,20': 1, '44,43': 1}"
33,7,0.18755483627319336,17,"{'83,92': 3, '92,83': 3, '83,84': 3, '92,102': 2, '83': 2, '84,85': 2, '102,103': 2, '84,83': 1, '85,84': 1, '83,82': 1, '103,102': 1}",0.1229848861694336,70,"{'68,69': 6, '45,54': 4, '70,74': 4, '54,64': 4, '69,68': 3, '69,70': 3, '9,10': 2, '80,81': 2, '54,45': 2, '45,46': 2, '46,47': 2, '47,48': 2, '49,55': 2, '64,65': 2, '55,68': 2, '88,89': 2, '81,82': 2, '82,83': 2, '74,89': 2, '74,70': 2, '67,68': 2, '66,67': 2, '66,73': 2, '73,85': 2, '84,85': 2, '64,54': 2, '48,49': 2, '28,29': 2, '28,35': 2, '60,61': 2, '59,60': 2, '17,30': 2, '61,62': 2, '11,12': 2, '63,64': 2, '29,30': 2, '10,11': 2, '62,63': 2, '12,17': 2, '68': 1, '30,17': 1, '70,69': 1, '17,12': 1, '30,29': 1, '64,63': 1, '89,74': 1, '12,11': 1, '67,66': 1, '66,65': 1, '66': 1, '73,66': 1, '11,10': 1, '85,73': 1, '85,84': 1, '68,67': 1, '83,82': 1, '89,88': 1, '29,28': 1, '63,62': 1, '46,45': 1, '62,61': 1, '47,46': 1, '47,35': 1, '35,47': 1, '48,47': 1, '10,9': 1, '49,48': 1, '61,60': 1, '55,49': 1, '65,64': 1, '60,59': 1, '68,55': 1, '81,80': 1, '35,28': 1, '82,81': 1, '84,83': 1}",0.09724831581115723,69,"{'68,69': 6, '70,74': 4, '69,68': 3, '69,70': 3, '9,10': 2, '74,70': 2, '43,44': 2, '44,45': 2, '45,46': 2, '45,54': 2, '47,48': 2, '48,49': 2, '41,42': 2, '49,55': 2, '74,89': 2, '54,64': 2, '64,65': 2, '88,89': 2, '55,68': 2, '80,81': 2, '82,83': 2, '67,68': 2, '42,43': 2, '28,29': 2, '28,35': 2, '10,11': 2, '11,12': 2, '84,85': 2, '12,17': 2, '17,30': 2, '73,85': 2, '29,30': 2, '41,53': 2, '66,73': 2, '81,82': 2, '53,60': 2, '35,47': 2, '66,67': 2, '59,60': 2, '66': 1, '85,84': 1, '83,82': 1, '82,81': 1, '68': 1, '85,73': 1, '89,88': 1, '70,69': 1, '67,66': 1, '89,74': 1, '66,65': 1, '73,66': 1, '68,67': 1, '49,48': 1, '81,80': 1, '68,55': 1, '11,10': 1, '12,11': 1, '17,12': 1, '30,17': 1, '30,29': 1, '29,28': 1, '35,28': 1, '47,35': 1, '60,59': 1, '60,53': 1, '53,41': 1, '42,41': 1, '43,42': 1, '44,43': 1, '45,44': 1, '46,45': 1, '47,46': 1, '48,47': 1, '10,9': 1, '54,45': 1, '55,49': 1, '64,54': 1, '65,64': 1, '84,83': 1}",0.0999612808227539,66,"{'54,64': 6, '45,54': 6, '43,44': 6, '64,65': 4, '44,45': 4, '45,46': 4, '34,43': 3, '64,54': 3, '54,45': 3, '45,44': 3, '44,43': 3, '0,1': 2, '45': 2, '66,67': 2, '46,45': 2, '63,64': 2, '62,63': 2, '62,72': 2, '91,98': 2, '79,91': 2, '79,80': 2, '80,81': 2, '65,66': 2, '65,64': 2, '15,22': 2, '47,48': 2, '3,4': 2, '22,23': 2, '23,24': 2, '2,3': 2, '24,34': 2, '68,69': 2, '1,2': 2, '67,68': 2, '4,15': 2, '2,1': 1, '91,79': 1, '64,63': 1, '80,79': 1, '98,91': 1, '81,80': 1, '3,2': 1, '72,62': 1, '63,62': 1, '4,3': 1, '68,67': 1, '46,47': 1, '15,4': 1, '67,66': 1, '22,15': 1, '43,34': 1, '23,22': 1, '24,23': 1, '34,24': 1, '48,47': 1, '1,0': 1, '69,68': 1, '66,65': 1, '72,81': 1}"
33,8,0.2453601360321045,9,"{'10': 3, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.05102849006652832,9,"{'114': 3, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.04203033447265625,9,"{'114': 3, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.10723233222961426,80,"{'98': 14, '0': 6, '99,100': 4, '78,79': 4, '100,110': 4, '98,99': 4, '110,118': 4, '91,98': 4, '57,58': 4, '58,71': 4, '79,91': 4, '71,77': 4, '77,78': 4, '99,98': 2, '98,91': 2, '91,79': 2, '78,77': 2, '79,78': 2, '0,14': 2, '77,71': 2, '71,58': 2, '58,57': 2, '121,122': 2, '120,121': 2, '119,120': 2, '118,119': 2, '14,18': 2, '100,99': 2, '110,100': 2, '37,38': 2, '18,19': 2, '19,20': 2, '20,33': 2, '118,110': 2, '38,39': 2, '33,39': 2, '56,57': 2, '52,56': 2, '37,52': 2, '122,121': 1, '119,118': 1, '18,14': 1, '120,119': 1, '57,56': 1, '121,120': 1, '19,18': 1, '38,37': 1, '20,19': 1, '56,52': 1, '33,20': 1, '39,33': 1, '52,37': 1, '39,38': 1, '14,0': 1}"
33,9,0.1770641803741455,14,"{'98': 6, '98,97': 2, '98,99': 1, '97,98': 1, '91,98': 1, '98,91': 1, '91,79': 1, '91': 1}",0.13855290412902832,91,"{'27,28': 6, '65,66': 4, '66,73': 4, '45,54': 4, '54,64': 4, '64,65': 4, '28,29': 4, '27,26': 3, '26,27': 3, '27': 3, '28,27': 3, '9': 3, '103,104': 2, '45,46': 2, '34,43': 2, '29,28': 2, '17,30': 2, '43,44': 2, '44,45': 2, '30,29': 2, '29,30': 2, '84,85': 2, '35,47': 2, '46,47': 2, '83,84': 2, '104,111': 2, '54,45': 2, '83,92': 2, '64,54': 2, '65,64': 2, '92,102': 2, '66,65': 2, '102,103': 2, '73,66': 2, '121,122': 2, '111,122': 2, '1,2': 2, '28,35': 2, '22,23': 2, '24,25': 2, '9,10': 2, '11,12': 2, '16,26': 2, '4,15': 2, '8,16': 2, '12,17': 2, '7,8': 2, '15,22': 2, '10,11': 2, '2,3': 2, '3,4': 2, '23,24': 2, '25,26': 2, '73,85': 1, '8,7': 1, '10,9': 1, '103,102': 1, '43,34': 1, '102,92': 1, '44,43': 1, '3,2': 1, '73': 1, '92,83': 1, '45,44': 1, '84,83': 1, '104,103': 1, '4,3': 1, '85,84': 1, '26,16': 1, '122,121': 1, '111,104': 1, '47,46': 1, '30,17': 1, '26,25': 1, '24,23': 1, '2,1': 1, '35,28': 1, '47,35': 1, '25,24': 1, '46,45': 1, '11,10': 1, '23,22': 1, '22,15': 1, '17,12': 1, '16,8': 1, '15,4': 1, '12,11': 1, '122,111': 1, '34,24': 1}",0.11871838569641113,85,"{'27,28': 6, '28,29': 4, '26,27': 3, '27': 3, '9': 3, '28,27': 3, '27,26': 3, '17,30': 2, '30,29': 2, '121,122': 2, '29,28': 2, '28,35': 2, '35,47': 2, '48,49': 2, '49,55': 2, '55,68': 2, '67,68': 2, '66,67': 2, '29,30': 2, '1,2': 2, '104,111': 2, '103,104': 2, '102,103': 2, '92,102': 2, '83,92': 2, '83,84': 2, '84,85': 2, '73,85': 2, '65,66': 2, '64,65': 2, '54,64': 2, '45,54': 2, '44,45': 2, '43,44': 2, '34,43': 2, '111,122': 2, '47,48': 2, '10,11': 2, '24,25': 2, '9,10': 2, '15,22': 2, '11,12': 2, '22,23': 2, '7,8': 2, '8,16': 2, '3,4': 2, '12,17': 2, '16,26': 2, '23,24': 2, '4,15': 2, '25,26': 2, '2,3': 2, '84,83': 1, '66,73': 1, '85,84': 1, '10,9': 1, '85,73': 1, '11,10': 1, '26,16': 1, '8,7': 1, '66': 1, '66,65': 1, '65,64': 1, '64,54': 1, '4,3': 1, '54,45': 1, '45,44': 1, '3,2': 1, '44,43': 1, '43,34': 1, '92,83': 1, '104,103': 1, '102,92': 1, '55,49': 1, '26,25': 1, '30,17': 1, '24,23': 1, '25,24': 1, '35,28': 1, '47,35': 1, '2,1': 1, '48,47': 1, '23,22': 1, '49,48': 1, '22,15': 1, '12,11': 1, '68,55': 1, '68,67': 1, '17,12': 1, '67,66': 1, '122,121': 1, '16,8': 1, '122,111': 1, '111,104': 1, '15,4': 1, '103,102': 1, '34,24': 1}",0.09525132179260254,99,"{'15,22': 6, '0': 4, '15': 4, '28,29': 4, '29,30': 4, '22,23': 4, '62,72': 4, '4,15': 3, '22,15': 3, '15,4': 3, '100,101': 2, '60,61': 2, '81,82': 2, '110,118': 2, '116,117': 2, '21,22': 2, '82,83': 2, '115,116': 2, '20,21': 2, '20,33': 2, '83,92': 2, '100,110': 2, '114,115': 2, '72,62': 2, '28,35': 2, '33,39': 2, '0,1': 2, '39,40': 2, '26,27': 2, '61,62': 2, '92,102': 2, '40,41': 2, '41,53': 2, '101,102': 2, '53,60': 2, '24,25': 2, '25,26': 2, '54,64': 2, '63,64': 2, '1,2': 2, '46,47': 2, '2,3': 2, '3,4': 2, '45,46': 2, '5,6': 2, '9,10': 2, '45,54': 2, '10,11': 2, '11,12': 2, '4,5': 2, '12,17': 2, '117,118': 2, '30,31': 2, '62,63': 2, '30,29': 2, '27,28': 2, '17,30': 2, '23,22': 2, '29,28': 2, '102,92': 1, '83,82': 1, '47,46': 1, '72,81': 1, '118,110': 1, '82,81': 1, '46,45': 1, '54,45': 1, '110,100': 1, '101,100': 1, '63,62': 1, '64,54': 1, '102,101': 1, '92,83': 1, '118,117': 1, '64,63': 1, '72': 1, '39,33': 1, '117,116': 1, '26,25': 1, '1,0': 1, '2,1': 1, '3,2': 1, '4,3': 1, '6,5': 1, '10,9': 1, '11,10': 1, '12,11': 1, '5,4': 1, '17,12': 1, '31,30': 1, '28,27': 1, '27,26': 1, '25,24': 1, '116,115': 1, '23,24': 1, '30,17': 1, '22,21': 1, '21,20': 1, '33,20': 1, '35,28': 1, '40,39': 1, '41,40': 1, '53,41': 1, '60,53': 1, '61,60': 1, '62,61': 1, '115,114': 1, '47,35': 1}"
33,10,0.17762517929077148,12,"{'28': 6, '28,29': 3, '29,30': 2, '28,27': 1, '29,28': 1, '30,29': 1, '28,35': 1}",0.14158892631530762,60,"{'17,30': 6, '12,17': 6, '10,11': 4, '30,31': 4, '28,29': 4, '29,30': 3, '30,17': 3, '30,29': 3, '31': 3, '17,12': 3, '30': 2, '32,36': 2, '36,51': 2, '50,51': 2, '49,50': 2, '49,55': 2, '55,68': 2, '31,30': 2, '27,28': 2, '26,27': 2, '9,10': 2, '68,69': 2, '29,28': 2, '11,10': 2, '24,25': 2, '11,12': 2, '23,24': 2, '12,11': 2, '20,21': 2, '22,23': 2, '21,22': 2, '36,32': 1, '27,26': 1, '28,27': 1, '12': 1, '21,20': 1, '31,32': 1, '51,36': 1, '22,21': 1, '25,24': 1, '51,50': 1, '23,22': 1, '50,49': 1, '55,49': 1, '24,23': 1, '68,55': 1, '69,68': 1, '10,9': 1, '26,25': 1}",0.11622118949890137,60,"{'12,17': 6, '17,30': 6, '30,31': 4, '31,32': 4, '28,29': 4, '10,11': 4, '29,30': 3, '17,12': 3, '30,29': 3, '32': 3, '30,17': 3, '30': 2, '27,28': 2, '50,51': 2, '49,50': 2, '49,55': 2, '55,68': 2, '68,69': 2, '32,31': 2, '31,30': 2, '36,51': 2, '9,10': 2, '29,28': 2, '21,22': 2, '25,26': 2, '11,10': 2, '24,25': 2, '11,12': 2, '23,24': 2, '12,11': 2, '20,21': 2, '22,23': 2, '28,27': 1, '12': 1, '21,20': 1, '32,36': 1, '51,36': 1, '50,49': 1, '51,50': 1, '22,21': 1, '26,25': 1, '55,49': 1, '23,22': 1, '68,55': 1, '69,68': 1, '24,23': 1, '25,24': 1, '10,9': 1, '27,26': 1}",0.0933840274810791,73,"{'7': 6, '26': 5, '3,4': 4, '28,29': 4, '26,27': 4, '29,30': 4, '16,26': 4, '8,16': 4, '7,8': 4, '23,24': 4, '27,28': 3, '22': 3, '22,23': 3, '34,43': 2, '43,44': 2, '24,34': 2, '44,45': 2, '24,25': 2, '24,23': 2, '45,54': 2, '25,26': 2, '27,26': 2, '26,16': 2, '16,8': 2, '8,7': 2, '0,1': 2, '0': 2, '5,6': 2, '2,3': 2, '30,31': 2, '4,15': 2, '15,22': 2, '4,3': 2, '30,29': 2, '29,28': 2, '1,2': 2, '31,32': 2, '4,5': 2, '26,25': 1, '3,2': 1, '2,1': 1, '1,0': 1, '15,4': 1, '7,6': 1, '31,30': 1, '5,4': 1, '25,24': 1, '23,22': 1, '6,5': 1, '22,15': 1, '34,24': 1, '43,34': 1, '28,27': 1, '44,43': 1, '45,44': 1, '32,31': 1, '54,45': 1}"
33,11,0.10071325302124023,13,"{'96': 7, '97': 7, '97,96': 3, '96,95': 1, '96,109': 1}",0.04395127296447754,11,"{'96': 6, '96,97': 2, '97,96': 1, '96,95': 1, '96,109': 1}",0.04014325141906738,11,"{'12': 6, '12,17': 2, '17,12': 1, '12,11': 1, '12,13': 1}",0.22081804275512695,95,"{'45': 15, '0': 9, '45,46': 4, '54,64': 4, '45,54': 4, '46,47': 4, '100,101': 2, '54,45': 2, '87,93': 2, '86,87': 2, '85,86': 2, '0,1': 2, '66,73': 2, '65,66': 2, '64,65': 2, '82,83': 2, '64,54': 2, '83,92': 2, '92,102': 2, '100,110': 2, '101,102': 2, '46,45': 2, '106,107': 2, '47,46': 2, '63,64': 2, '62,63': 2, '62,72': 2, '72,81': 2, '118,119': 2, '110,118': 2, '93,106': 2, '73,85': 2, '3,4': 2, '2,3': 2, '22,23': 2, '107,108': 2, '23,24': 2, '27,28': 2, '4,15': 2, '24,34': 2, '28,35': 2, '34,43': 2, '43,44': 2, '15,22': 2, '1,2': 2, '44,45': 2, '108,112': 2, '101,100': 1, '72,62': 1, '83,82': 1, '15,4': 1, '1,0': 1, '92,83': 1, '81,72': 1, '102,92': 1, '102,101': 1, '119,118': 1, '2,1': 1, '4,3': 1, '118,110': 1, '63,62': 1, '110,100': 1, '3,2': 1, '108,107': 1, '23,22': 1, '22,15': 1, '85,73': 1, '107,106': 1, '112,108': 1, '106,93': 1, '93,87': 1, '45,44': 1, '87,86': 1, '86,85': 1, '44,43': 1, '73,66': 1, '64,63': 1, '43,34': 1, '66,65': 1, '65,64': 1, '35,28': 1, '34,24': 1, '28,27': 1, '24,23': 1, '47,35': 1, '81,82': 1}"
33,12,0.09175491333007812,10,"{'12': 7, '12,17': 1, '12,11': 1, '12,13': 1}",0.05337953567504883,10,"{'12': 7, '12,17': 1, '12,11': 1, '12,13': 1}",0.04188847541809082,12,"{'96': 9, '96,97': 1, '96,95': 1, '96,109': 1}",0.10413122177124023,72,"{'0': 15, '15': 9, '41,42': 4, '42,43': 4, '15,22': 4, '20': 3, '78,79': 2, '22,23': 2, '23,24': 2, '22,15': 2, '58,71': 2, '6,7': 2, '21,22': 2, '77,78': 2, '20,21': 2, '24,34': 2, '71,77': 2, '79,91': 2, '33,39': 2, '39,40': 2, '40,41': 2, '58,59': 2, '5,6': 2, '53,60': 2, '4,5': 2, '0,14': 2, '59,60': 2, '18,19': 2, '14,18': 2, '19,20': 2, '43,42': 2, '42,41': 2, '34,43': 2, '59,58': 1, '43,34': 1, '71,58': 1, '79,78': 1, '78,77': 1, '60,59': 1, '91,79': 1, '77,71': 1, '60,53': 1, '22,21': 1, '34,24': 1, '20,19': 1, '7,6': 1, '6,5': 1, '5,4': 1, '14,0': 1, '18,14': 1, '19,18': 1, '41,40': 1, '24,23': 1, '40,39': 1, '39,33': 1, '20,33': 1, '21,20': 1, '15,4': 1, '23,22': 1, '41,53': 1}"
33,13,0.2414112091064453,21,"{'102': 3, '83,82': 2, '81,82': 2, '83,92': 2, '92,102': 2, '102,92': 2, '102,103': 2, '82,81': 1, '83': 1, '92,83': 1, '102,101': 1, '103,102': 1, '103,104': 1}",0.1900014877319336,71,"{'44,45': 6, '45,54': 5, '34,43': 4, '62,72': 4, '22,23': 4, '62,63': 4, '63,64': 4, '45,44': 3, '54,64': 3, '2,3': 2, '24,23': 2, '24,25': 2, '25,26': 2, '64,63': 2, '29,30': 2, '17,30': 2, '80,81': 2, '63,62': 2, '28,29': 2, '27,28': 2, '28,27': 2, '72,62': 2, '28,35': 2, '43,34': 2, '23,24': 2, '23,22': 2, '15,22': 2, '46,47': 2, '3,4': 2, '24,34': 2, '9,10': 2, '43,44': 2, '10,11': 2, '45,46': 2, '11,12': 2, '54,45': 2, '4,15': 2, '44': 2, '12,17': 2, '44,43': 2, '18,19': 2, '19,20': 2, '20,21': 2, '72,81': 2, '21,22': 2, '35,47': 2, '64,54': 1, '81,72': 1, '45': 1, '54': 1, '81,80': 1, '29,28': 1, '46,45': 1, '47,46': 1, '4,3': 1, '10,9': 1, '11,10': 1, '12,11': 1, '15,4': 1, '17,12': 1, '19,18': 1, '20,19': 1, '21,20': 1, '22,21': 1, '22,15': 1, '25,24': 1, '26,25': 1, '30,17': 1, '30,29': 1, '3,2': 1, '27,26': 1, '35,28': 1, '47,35': 1, '34,24': 1}",0.13729238510131836,72,"{'44,45': 6, '45,54': 5, '34,43': 4, '62,72': 4, '22,23': 4, '27,28': 4, '62,63': 4, '63,64': 4, '45,44': 3, '54,64': 3, '2,3': 2, '24,23': 2, '24,25': 2, '25,26': 2, '64,63': 2, '29,30': 2, '17,30': 2, '80,81': 2, '63,62': 2, '28,29': 2, '28,27': 2, '72,62': 2, '28,35': 2, '43,34': 2, '23,24': 2, '23,22': 2, '15,22': 2, '46,47': 2, '3,4': 2, '24,34': 2, '9,10': 2, '43,44': 2, '10,11': 2, '45,46': 2, '11,12': 2, '54,45': 2, '4,15': 2, '44': 2, '12,17': 2, '44,43': 2, '18,19': 2, '19,20': 2, '20,21': 2, '72,81': 2, '21,22': 2, '35,47': 2, '64,54': 1, '81,72': 1, '45': 1, '54': 1, '81,80': 1, '29,28': 1, '46,45': 1, '47,46': 1, '4,3': 1, '10,9': 1, '11,10': 1, '12,11': 1, '15,4': 1, '17,12': 1, '19,18': 1, '20,19': 1, '21,20': 1, '22,21': 1, '22,15': 1, '25,24': 1, '26,25': 1, '30,17': 1, '30,29': 1, '3,2': 1, '27,26': 1, '35,28': 1, '47,35': 1, '34,24': 1}",0.11548805236816406,85,"{'44': 6, '44,45': 5, '43,44': 4, '54,64': 4, '19,20': 4, '45,54': 4, '41,53': 4, '64,65': 4, '65,66': 4, '18,19': 3, '64,54': 2, '58,71': 2, '53,41': 2, '70,74': 2, '69,70': 2, '67,68': 2, '91,98': 2, '79,91': 2, '78,79': 2, '77,78': 2, '71,77': 2, '59,60': 2, '58,59': 2, '54,45': 2, '41,42': 2, '42,43': 2, '45,46': 2, '44,43': 2, '66,65': 2, '45,44': 2, '65,64': 2, '3,4': 2, '68,69': 2, '20,33': 2, '14,18': 2, '33,39': 2, '22,23': 2, '20,19': 2, '24,34': 2, '39,40': 2, '20,21': 2, '15,22': 2, '4,15': 2, '40,41': 2, '0,14': 2, '35,47': 2, '46,47': 2, '23,24': 2, '22,15': 1, '43,42': 1, '42,41': 1, '23,22': 1, '21,20': 1, '19,18': 1, '53,60': 1, '18,14': 1, '15,4': 1, '14,0': 1, '66,67': 1, '66': 1, '53': 1, '47,46': 1, '60,59': 1, '24,23': 1, '46,45': 1, '47,35': 1, '41,40': 1, '74,70': 1, '70,69': 1, '4,3': 1, '69,68': 1, '40,39': 1, '68,67': 1, '98,91': 1, '39,33': 1, '91,79': 1, '79,78': 1, '34,24': 1, '78,77': 1, '77,71': 1, '33,20': 1, '71,58': 1, '59,58': 1, '43,34': 1}"
33,14,0.17975282669067383,12,"{'64': 5, '64,54': 2, '45,54': 2, '64,65': 2, '54,45': 1, '64,63': 1, '65,64': 1, '65,66': 1}",0.1366739273071289,49,"{'66,67': 4, '35,47': 3, '65,66': 3, '35': 3, '43,44': 2, '74,89': 2, '46,47': 2, '44,45': 2, '67,66': 2, '9,10': 2, '42,43': 2, '70,74': 2, '69,70': 2, '68,69': 2, '47,48': 2, '55,68': 2, '48,49': 2, '49,55': 2, '28,35': 2, '28,29': 2, '45,46': 2, '29,30': 2, '45,54': 2, '17,30': 2, '46,45': 2, '12,17': 2, '54,64': 2, '11,12': 2, '10,11': 2, '47,46': 1, '64,54': 1, '49,48': 1, '65,64': 1, '54,45': 1, '48,47': 1, '47,35': 1, '46': 1, '9': 1, '89,74': 1, '55,49': 1, '68,55': 1, '10,9': 1, '11,10': 1, '12,11': 1, '17,12': 1, '30,17': 1, '30,29': 1, '29,28': 1, '35,28': 1, '43,42': 1, '44,43': 1, '45,44': 1, '66,65': 1, '74,70': 1, '70,69': 1, '69,68': 1, '64,65': 1}",0.2571561336517334,52,"{'50,51': 4, '49,55': 4, '48,49': 4, '49,50': 4, '36': 3, '55,68': 3, '36,51': 3, '44,45': 2, '51,50': 2, '45,46': 2, '74,89': 2, '46,47': 2, '43,44': 2, '9,10': 2, '70,74': 2, '55,49': 2, '69,70': 2, '68,69': 2, '50,49': 2, '42,43': 2, '32,36': 2, '31,32': 2, '49,48': 2, '30,31': 2, '17,30': 2, '12,17': 2, '67,68': 2, '11,12': 2, '68,67': 2, '10,11': 2, '66,67': 2, '68,55': 2, '51,36': 1, '48,47': 1, '48': 1, '9': 1, '69,68': 1, '70,69': 1, '10,9': 1, '11,10': 1, '12,11': 1, '17,12': 1, '30,17': 1, '31,30': 1, '32,31': 1, '36,32': 1, '43,42': 1, '44,43': 1, '45,44': 1, '46,45': 1, '47,46': 1, '89,74': 1, '74,70': 1, '67,66': 1}",0.1047523021697998,62,"{'41': 9, '44,45': 5, '40,41': 4, '39,40': 4, '42,43': 4, '45,54': 4, '43,44': 4, '54,64': 4, '33': 4, '33,39': 3, '0': 3, '64,65': 3, '41,42': 3, '0,14': 2, '64,54': 2, '54,45': 2, '66,73': 2, '40,39': 2, '65,66': 2, '41,40': 2, '41,53': 2, '19,20': 2, '53,60': 2, '59,60': 2, '43,42': 2, '44,43': 2, '45,44': 2, '14,18': 2, '20,33': 2, '18,19': 2, '60,53': 1, '14,0': 1, '73,66': 1, '18,14': 1, '19,18': 1, '42,41': 1, '65,64': 1, '20,19': 1, '53,41': 1, '33,20': 1, '39,33': 1, '60,59': 1, '66,65': 1}"
33,15,0.23218798637390137,16,"{'86': 10, '85': 4, '85,84': 2, '83,84': 2, '85,86': 1, '84,83': 1, '85,73': 1}",0.2268085479736328,71,"{'20,33': 4, '45,46': 4, '54,64': 4, '46,47': 4, '63,64': 4, '62,63': 4, '40,41': 4, '35,47': 4, '33,39': 4, '45,54': 4, '40': 3, '28': 3, '63,62': 3, '28,35': 3, '61,62': 2, '9,10': 2, '41,53': 2, '53,41': 2, '53,60': 2, '60,61': 2, '47,46': 2, '79,80': 2, '79,91': 2, '47,35': 2, '72,81': 2, '80,81': 2, '99,100': 2, '98,99': 2, '91,98': 2, '62,72': 2, '46,45': 2, '54,45': 2, '33,20': 2, '17,30': 2, '64,54': 2, '29,30': 2, '11,12': 2, '10,11': 2, '28,29': 2, '39,33': 2, '39,40': 2, '40,39': 2, '41,40': 2, '64,63': 2, '12,17': 2, '10,9': 1, '60,53': 1, '81,72': 1, '11,10': 1, '61,60': 1, '62,61': 1, '12,11': 1, '72,62': 1, '30,17': 1, '17,12': 1, '81,80': 1, '80,79': 1, '91,79': 1, '98,91': 1, '30,29': 1, '99,98': 1, '100,99': 1, '29,28': 1, '35,28': 1, '9': 1}",0.15265107154846191,74,"{'45,54': 4, '45,46': 4, '54,64': 4, '46,47': 4, '63,64': 4, '62,63': 4, '35,47': 4, '39,40': 4, '20,33': 4, '28,35': 3, '28': 3, '39': 3, '91,98': 2, '98,99': 2, '79,91': 2, '79,80': 2, '80,81': 2, '72,81': 2, '47,35': 2, '61,62': 2, '60,61': 2, '53,60': 2, '9,10': 2, '41,53': 2, '41,40': 2, '40,41': 2, '46,45': 2, '99,100': 2, '47,46': 2, '54,45': 2, '33,20': 2, '17,30': 2, '64,54': 2, '29,30': 2, '11,12': 2, '10,11': 2, '28,29': 2, '33,39': 2, '39,33': 2, '40,39': 2, '63,62': 2, '64,63': 2, '12,17': 2, '10,9': 1, '53,41': 1, '62,72': 1, '11,10': 1, '60,53': 1, '61,60': 1, '12,11': 1, '62,61': 1, '30,17': 1, '81,72': 1, '17,12': 1, '81,80': 1, '80,79': 1, '91,79': 1, '98,91': 1, '30,29': 1, '99,98': 1, '100,99': 1, '29,28': 1, '35,28': 1, '9': 1}",0.11811399459838867,121,"{'43': 20, '0': 11, '49': 8, '54,64': 6, '45,54': 6, '44,45': 4, '62,72': 4, '62,63': 4, '63,64': 4, '64,54': 3, '46,47': 3, '54,45': 3, '43,44': 3, '67,68': 2, '65,66': 2, '68,69': 2, '91,98': 2, '98,99': 2, '69,70': 2, '70,74': 2, '66,67': 2, '0,1': 2, '1,2': 2, '64,65': 2, '99,100': 2, '36,51': 2, '45,44': 2, '100,110': 2, '64,63': 2, '63,62': 2, '72,62': 2, '79,91': 2, '50,51': 2, '79,80': 2, '45,46': 2, '2,3': 2, '3,4': 2, '4,15': 2, '48,49': 2, '15,22': 2, '22,23': 2, '47,48': 2, '23,24': 2, '31,32': 2, '30,31': 2, '29,30': 2, '110,118': 2, '28,29': 2, '34,43': 2, '24,34': 2, '35,47': 2, '28,35': 2, '80,81': 2, '118,110': 1, '49,50': 1, '49,48': 1, '80,79': 1, '98,91': 1, '48,47': 1, '110,100': 1, '100,99': 1, '99,98': 1, '47,46': 1, '81,80': 1, '91,79': 1, '72,81': 1, '46,45': 1, '66,65': 1, '44,43': 1, '34,24': 1, '3,2': 1, '4,3': 1, '15,4': 1, '22,15': 1, '23,22': 1, '24,23': 1, '32,31': 1, '31,30': 1, '30,29': 1, '29,28': 1, '35,28': 1, '1,0': 1, '43,34': 1, '47,35': 1, '51,36': 1, '51,50': 1, '74,70': 1, '70,69': 1, '69,68': 1, '68,67': 1, '2,1': 1, '65,64': 1, '67,66': 1}"
33,16,0.08389782905578613,11,"{'9': 7, '10': 6, '10,9': 3}",0.04269576072692871,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.038901567459106445,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.12670540809631348,54,"{'33': 33, '20,33': 2, '33,39': 2, '39,40': 2, '40,41': 2, '41,42': 2, '42,43': 2, '44,45': 2, '0,14': 2, '19,20': 2, '18,19': 2, '14,18': 2, '43,44': 2, '33,20': 1, '20,19': 1, '45,44': 1, '14,0': 1, '44,43': 1, '43,42': 1, '19,18': 1, '42,41': 1, '41,40': 1, '18,14': 1, '40,39': 1, '39,33': 1}"
