cost,depth,tqc3TT,tqc3Depth,tqc3Qubits,tqc2TT,tqc2Depth,tqc2Qubits,tqc1TT,tqc1Depth,tqc1Qubits,tqc0TT,tqc0Depth,tqc0Qubits
28,18,0.08753061294555664,9,"{'10': 7, '9': 4, '10,11': 1, '9,10': 1}",0.04707503318786621,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.04188680648803711,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.12333226203918457,59,"{'23': 21, '0': 8, '4': 7, '22,23': 4, '15,22': 4, '4,15': 3, '23,24': 3, '0,1': 2, '24,34': 2, '34,43': 2, '43,44': 2, '22,15': 2, '1,2': 2, '23,22': 2, '24,25': 2, '3,4': 2, '2,3': 2, '24,23': 1, '25,24': 1, '4,3': 1, '15,4': 1, '3,2': 1, '44,43': 1, '43,34': 1, '2,1': 1, '34,24': 1, '1,0': 1}"
28,19,0.08337163925170898,11,"{'114': 9, '113': 4, '113,114': 1, '114,115': 1}",0.04849410057067871,6,"{'114': 4, '114,113': 1, '114,115': 1}",0.03590250015258789,8,"{'10': 6, '10,9': 1, '10,11': 1}",0.12626194953918457,72,"{'0': 12, '62': 12, '72': 7, '62,72': 3, '72,81': 3, '14,18': 2, '60,61': 2, '80,81': 2, '81,82': 2, '82,83': 2, '83,92': 2, '92,102': 2, '102,103': 2, '103,104': 2, '104,111': 2, '111,122': 2, '0,14': 2, '124,125': 2, '61,62': 2, '122,123': 2, '123,124': 2, '19,20': 2, '53,60': 2, '39,40': 2, '20,33': 2, '40,41': 2, '33,39': 2, '41,53': 2, '18,19': 2, '19,18': 1, '81,72': 1, '14,0': 1, '102,92': 1, '20,19': 1, '83,82': 1, '72,62': 1, '92,83': 1, '81,80': 1, '33,20': 1, '82,81': 1, '60,53': 1, '103,102': 1, '104,103': 1, '111,104': 1, '40,39': 1, '122,111': 1, '123,122': 1, '18,14': 1, '124,123': 1, '41,40': 1, '125,124': 1, '62,61': 1, '53,41': 1, '61,60': 1, '39,33': 1}"
28,20,0.20308542251586914,11,"{'10': 10, '9': 4, '9,10': 1}",0.05030417442321777,6,"{'9': 5, '9,10': 1}",0.03470444679260254,7,"{'113': 6, '113,114': 1}",0.11386728286743164,50,"{'0': 22, '2': 21, '0,1': 2, '1,2': 2, '4,15': 2, '3,4': 2, '1,0': 1, '2,1': 1, '15,4': 1, '4,3': 1, '2,3': 1}"
28,21,0.0774240493774414,11,"{'114': 10, '113': 3, '113,114': 1}",0.040889739990234375,4,"{'9': 3, '9,10': 1}",0.030485153198242188,4,"{'113': 3, '113,114': 1}",0.12360811233520508,103,"{'62': 56, '0': 10, '124,125': 2, '41,53': 2, '111,122': 2, '102,103': 2, '122,123': 2, '123,124': 2, '14,18': 2, '0,14': 2, '92,102': 2, '61,62': 2, '60,61': 2, '83,92': 2, '53,60': 2, '103,104': 2, '104,111': 2, '82,83': 2, '33,39': 2, '18,19': 2, '19,20': 2, '72,81': 2, '40,41': 2, '20,33': 2, '81,82': 2, '39,40': 2, '82,81': 1, '102,92': 1, '103,102': 1, '81,72': 1, '83,82': 1, '62,72': 1, '104,103': 1, '92,83': 1, '14,0': 1, '111,104': 1, '122,111': 1, '123,122': 1, '124,123': 1, '62,61': 1, '61,60': 1, '60,53': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '125,124': 1}"
28,22,0.07891201972961426,11,"{'114': 10, '113,114': 1, '113': 1}",0.04089164733886719,3,"{'113': 2, '113,114': 1}",0.0410306453704834,3,"{'113': 2, '113,114': 1}",0.12943029403686523,71,"{'61': 21, '0': 16, '122,123': 2, '40,41': 2, '92,102': 2, '103,104': 2, '104,111': 2, '83,92': 2, '111,122': 2, '14,18': 2, '0,14': 2, '60,61': 2, '82,83': 2, '53,60': 2, '81,82': 2, '41,53': 2, '39,40': 2, '72,81': 2, '33,39': 2, '20,33': 2, '62,72': 2, '19,20': 2, '18,19': 2, '102,103': 2, '82,81': 1, '103,102': 1, '83,82': 1, '92,83': 1, '81,72': 1, '72,62': 1, '102,92': 1, '61,62': 1, '14,0': 1, '104,103': 1, '111,104': 1, '122,111': 1, '61,60': 1, '60,53': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '123,122': 1}"
28,23,0.049309730529785156,3,{109: 3},0.0349125862121582,3,{13: 3},0.025928974151611328,3,{0: 3},0.02005147933959961,89,{0: 89}
28,24,0.058828115463256836,11,"{'114': 10, '113,114': 1, '113': 1}",0.04590344429016113,1,"{'113,114': 1}",0.02959156036376953,3,"{'9': 2, '9,10': 1}",0.24896001815795898,40,"{'0': 20, '4': 7, '1,2': 2, '2,3': 2, '3,4': 2, '0,1': 2, '7,8': 2, '6,7': 2, '5,6': 2, '1,0': 1, '2,1': 1, '3,2': 1, '8,7': 1, '7,6': 1, '6,5': 1, '4,5': 1, '4,3': 1}"
28,25,0.04487919807434082,3,{13: 3},0.03291773796081543,3,{13: 3},0.03191828727722168,3,{0: 3},0.019945383071899414,95,{0: 95}
28,26,0.039736270904541016,2,{109: 2},0.03716635704040527,2,{13: 2},0.0249330997467041,2,{0: 2},0.018954038619995117,54,{0: 54}
28,27,0.04638862609863281,3,{13: 3},0.03647804260253906,3,{109: 3},0.03690457344055176,3,{0: 3},0.025959253311157227,81,{0: 81}
29,4,0.05128884315490723,10,"{'96': 3, '96,97': 2, '96,95': 2, '97,96': 1, '95,96': 1, '96,109': 1}",0.030115365982055664,10,"{'96': 3, '96,97': 2, '96,95': 2, '97,96': 1, '95,96': 1, '96,109': 1}",0.02601933479309082,10,"{'96': 3, '96,97': 2, '96,95': 2, '97,96': 1, '95,96': 1, '96,109': 1}",0.05216336250305176,67,"{'41,53': 6, '53,60': 6, '40,41': 6, '39,40': 4, '61,62': 4, '62,72': 4, '72,81': 4, '81,82': 4, '60,53': 3, '41,40': 3, '53,41': 3, '61': 3, '124,125': 2, '123,124': 2, '122,123': 2, '81,72': 2, '111,122': 2, '72,62': 2, '104,111': 2, '62,61': 2, '103,104': 2, '61,60': 2, '102,103': 2, '92,102': 2, '83,92': 2, '82,83': 2, '82,81': 2, '0,14': 2, '60,61': 2, '71,77': 2, '20,33': 2, '59,60': 2, '33,39': 2, '18,19': 2, '40,39': 2, '77,78': 2, '58,71': 2, '58,59': 2, '14,18': 2, '19,20': 2, '18,14': 1, '102,92': 1, '111,104': 1, '92,83': 1, '103,102': 1, '19,18': 1, '104,103': 1, '83,82': 1, '60,59': 1, '20,19': 1, '122,111': 1, '123,122': 1, '124,123': 1, '125,124': 1, '39,33': 1, '78,77': 1, '77,71': 1, '71,58': 1, '59,58': 1, '14,0': 1, '33,20': 1}"
29,5,0.04787564277648926,6,"{'114': 2, '114,113': 2, '113,114': 1, '114,115': 1}",0.030919790267944336,9,"{'96': 2, '96,95': 2, '96,109': 2, '95,96': 1, '96,97': 1, '109,96': 1}",0.030915021896362305,9,"{'96': 2, '96,97': 2, '96,109': 2, '97,96': 1, '96,95': 1, '109,96': 1}",0.06382966041564941,63,"{'41,53': 6, '53,60': 6, '72,81': 4, '60,61': 4, '62,72': 4, '61,62': 4, '41,42': 4, '53,41': 3, '60,53': 3, '97,98': 2, '91,98': 2, '0': 2, '34,43': 2, '79,91': 2, '81,82': 2, '79,80': 2, '100,110': 2, '82,83': 2, '100,101': 2, '101,102': 2, '83,92': 2, '0,14': 2, '81,72': 2, '61,60': 2, '23,24': 2, '80,81': 2, '14,18': 2, '18,19': 2, '42,41': 2, '19,20': 2, '22,23': 2, '40,41': 2, '92,102': 2, '20,33': 2, '62,61': 2, '24,34': 2, '33,39': 2, '72,62': 2, '39,40': 2, '82,81': 1, '83,82': 1, '42,43': 1, '92,83': 1, '102,92': 1, '98,91': 1, '102,101': 1, '34,24': 1, '14,0': 1, '18,14': 1, '19,18': 1, '20,19': 1, '23,22': 1, '24,23': 1, '33,20': 1, '39,33': 1, '101,100': 1, '40,39': 1, '41,40': 1, '43,34': 1, '98,97': 1, '91,79': 1, '80,79': 1, '110,100': 1, '81,80': 1}"
29,6,0.0654764175415039,11,"{'114': 5, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.04704165458679199,11,"{'114': 5, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.03905844688415527,11,"{'114': 5, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.05892133712768555,50,"{'60': 11, '0': 3, '40,41': 2, '82,83': 2, '92,102': 2, '102,103': 2, '81,82': 2, '103,104': 2, '0,14': 2, '104,111': 2, '111,122': 2, '72,81': 2, '53,60': 2, '41,53': 2, '62,72': 2, '20,33': 2, '60,61': 2, '60,59': 2, '14,18': 2, '18,19': 2, '19,20': 2, '83,92': 2, '33,39': 2, '61,62': 2, '39,40': 2, '82,81': 1, '92,83': 1, '62,61': 1, '61,60': 1, '83,82': 1, '81,72': 1, '72,62': 1, '111,104': 1, '102,92': 1, '103,102': 1, '104,103': 1, '122,111': 1, '60,53': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '59,60': 1}"
29,7,0.17836403846740723,13,"{'82': 2, '82,83': 2, '81,82': 2, '81,80': 2, '79,80': 2, '81': 2, '83,82': 1, '82,81': 1, '80,79': 1, '81,72': 1}",0.5835957527160645,65,"{'73,85': 5, '83,92': 4, '83,84': 4, '84,85': 4, '73': 2, '35,47': 2, '84,83': 2, '85,84': 2, '85,73': 2, '107,108': 2, '106,107': 2, '93,106': 2, '87,93': 2, '86,87': 2, '85,86': 2, '2,3': 2, '34,43': 2, '92,83': 2, '110,118': 2, '100,110': 2, '100,101': 2, '101,102': 2, '82,83': 2, '81,82': 2, '72,81': 2, '62,72': 2, '61,62': 2, '60,61': 2, '53,60': 2, '41,53': 2, '42,43': 2, '108,112': 2, '17,30': 2, '15,22': 2, '10,11': 2, '22,23': 2, '4,15': 2, '11,12': 2, '9,10': 2, '9': 2, '29,30': 2, '28,29': 2, '24,34': 2, '12,17': 2, '3,4': 2, '28,35': 2, '23,24': 2, '11,10': 1, '102,101': 1, '92,102': 1, '83,82': 1, '12,11': 1, '43,34': 1, '82,81': 1, '81,72': 1, '10,9': 1, '72,62': 1, '62,61': 1, '61,60': 1, '4,3': 1, '60,53': 1, '53,41': 1, '101,100': 1, '17,12': 1, '110,100': 1, '15,4': 1, '43,42': 1, '47,35': 1, '34,24': 1, '29,28': 1, '30,29': 1, '3,2': 1, '112,108': 1, '30,17': 1, '108,107': 1, '107,106': 1, '24,23': 1, '106,93': 1, '93,87': 1, '23,22': 1, '87,86': 1, '86,85': 1, '22,15': 1, '35,28': 1, '118,110': 1, '41,42': 1}",0.2507650852203369,80,"{'87,93': 6, '93,106': 6, '88,89': 4, '105,106': 4, '87,88': 4, '66,73': 4, '73,85': 4, '93,87': 3, '106,93': 3, '74,89': 3, '73,66': 2, '85,73': 2, '35,47': 2, '84,85': 2, '120,121': 2, '83,84': 2, '119,120': 2, '121,122': 2, '66,67': 2, '69,70': 2, '67,68': 2, '68,69': 2, '118,119': 2, '43,44': 2, '106,105': 2, '70,74': 2, '108,112': 2, '107,108': 2, '74': 2, '106,107': 2, '88,87': 2, '89,88': 2, '2,3': 2, '111,122': 2, '23,24': 2, '3,4': 2, '9': 2, '9,10': 2, '54,64': 2, '10,11': 2, '11,12': 2, '64,65': 2, '4,15': 2, '12,17': 2, '65,66': 2, '15,22': 2, '22,23': 2, '85,86': 2, '44,45': 2, '24,34': 2, '34,43': 2, '86,87': 2, '29,30': 2, '28,35': 2, '28,29': 2, '104,111': 2, '17,30': 2, '64,54': 1, '122,111': 1, '121,120': 1, '65,64': 1, '87,86': 1, '111,104': 1, '89,74': 1, '66,65': 1, '105,104': 1, '86,85': 1, '122,121': 1, '119,118': 1, '120,119': 1, '68,67': 1, '107,106': 1, '34,24': 1, '4,3': 1, '10,9': 1, '11,10': 1, '12,11': 1, '15,4': 1, '17,12': 1, '22,15': 1, '23,22': 1, '24,23': 1, '30,17': 1, '30,29': 1, '29,28': 1, '35,28': 1, '108,107': 1, '43,34': 1, '44,43': 1, '45,44': 1, '47,35': 1, '84,83': 1, '85,84': 1, '67,66': 1, '3,2': 1, '69,68': 1, '70,69': 1, '74,70': 1, '112,108': 1, '54,45': 1}",0.09005427360534668,91,"{'0': 5, '53,60': 4, '82,83': 4, '81,82': 4, '72,81': 4, '62,72': 4, '61,62': 4, '60,61': 4, '59,60': 4, '92,102': 4, '83,92': 3, '102,103': 2, '102,92': 2, '45,54': 2, '3,4': 2, '54,64': 2, '82,81': 2, '64,65': 2, '81,72': 2, '65,66': 2, '72,62': 2, '66,73': 2, '83,84': 2, '73,85': 2, '61,60': 2, '84,85': 2, '60,53': 2, '58,71': 2, '60,59': 2, '59': 2, '121,122': 2, '111,122': 2, '104,111': 2, '103,104': 2, '62,61': 2, '83,82': 2, '19,20': 2, '23,24': 2, '20,33': 2, '24,34': 2, '22,23': 2, '33,39': 2, '4,15': 2, '39,40': 2, '40,41': 2, '71,77': 2, '34,43': 2, '15,22': 2, '43,44': 2, '0,14': 2, '41,53': 2, '18,19': 2, '14,18': 2, '18,14': 1, '84,83': 1, '85,84': 1, '103,102': 1, '77,71': 1, '85,73': 1, '15,4': 1, '19,18': 1, '66,65': 1, '14,0': 1, '65,64': 1, '64,54': 1, '4,3': 1, '54,45': 1, '73,66': 1, '122,121': 1, '104,103': 1, '39,33': 1, '71,58': 1, '53,41': 1, '44,43': 1, '92,83': 1, '43,34': 1, '41,40': 1, '40,39': 1, '34,24': 1, '111,104': 1, '33,20': 1, '24,23': 1, '23,22': 1, '59,58': 1, '22,15': 1, '122,111': 1, '20,19': 1, '45,44': 1}"
29,8,0.07276654243469238,12,"{'10': 6, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.049866676330566406,12,"{'10': 6, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.03850960731506348,12,"{'10': 6, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.07845830917358398,61,"{'0': 10, '43': 5, '34,43': 4, '2,3': 4, '24,34': 4, '3,4': 4, '4,15': 4, '23,24': 4, '15,22': 4, '22,23': 3, '23,22': 3, '73,85': 2, '66,73': 2, '64,65': 2, '65,66': 2, '0,1': 2, '54,64': 2, '45,54': 2, '44,45': 2, '43,44': 2, '85,86': 2, '86,87': 2, '34,24': 2, '24,23': 2, '1,2': 2, '22,15': 2, '15,4': 2, '43,34': 2, '4,3': 2, '3,2': 2, '87,86': 1, '54,45': 1, '1,0': 1, '44,43': 1, '45,44': 1, '2,1': 1, '65,64': 1, '64,54': 1, '66,65': 1, '73,66': 1, '85,73': 1, '86,85': 1, '23': 1}"
29,9,0.07916712760925293,11,"{'12': 6, '12,17': 2, '17,12': 1, '12,13': 1, '12,11': 1}",0.055852651596069336,11,"{'96': 6, '96,97': 2, '97,96': 1, '96,109': 1, '96,95': 1}",0.05122518539428711,12,"{'96': 7, '96,97': 2, '97,96': 1, '96,109': 1, '96,95': 1}",0.10579299926757812,58,"{'19': 10, '82,83': 4, '19,20': 4, '60,61': 4, '61,62': 4, '62,72': 4, '33,39': 4, '81,82': 4, '20,33': 4, '53,60': 3, '72,81': 3, '72': 3, '20,19': 2, '82,81': 2, '83,92': 2, '92,102': 2, '101,102': 2, '61,60': 2, '14,18': 2, '62,61': 2, '72,62': 2, '33,20': 2, '18,19': 2, '39,33': 2, '40,41': 2, '83,82': 2, '0,14': 2, '39,40': 2, '41,53': 2, '92,83': 1, '102,92': 1, '40,39': 1, '102,101': 1, '14,0': 1, '60,53': 1, '19,18': 1, '41,40': 1, '53,41': 1, '18,14': 1, '81,72': 1, '0': 1}"
29,10,0.0975198745727539,10,"{'96': 5, '96,97': 2, '96,95': 1, '97,96': 1, '96,109': 1}",0.05362081527709961,10,"{'96': 5, '96,95': 2, '96,97': 1, '95,96': 1, '96,109': 1}",0.038896799087524414,10,"{'12': 5, '12,11': 2, '12,17': 1, '11,12': 1, '12,13': 1}",0.12796950340270996,56,"{'27': 7, '24,25': 6, '25,26': 6, '26,27': 6, '23,24': 4, '27,28': 4, '25,24': 3, '26,25': 3, '27,26': 3, '22,23': 3, '40,41': 2, '24,23': 2, '42,43': 2, '34,43': 2, '48,49': 2, '47,48': 2, '35,47': 2, '28,35': 2, '41,42': 2, '0,1': 2, '28,27': 2, '3,4': 2, '1,2': 2, '15,22': 2, '2,3': 2, '4,15': 2, '24,34': 1, '35,28': 1, '2,1': 1, '47,35': 1, '48,47': 1, '3,2': 1, '49,48': 1, '43,34': 1, '22,15': 1, '4,3': 1, '43,42': 1, '42,41': 1, '15,4': 1, '41,40': 1, '23,22': 1, '22': 1, '1,0': 1, '24': 1}"
29,11,0.07657313346862793,5,"{'114,113': 2, '114': 1, '113,114': 1, '114,115': 1}",0.055817604064941406,5,"{'114,113': 2, '114': 1, '113,114': 1, '114,115': 1}",0.03601884841918945,5,"{'10,9': 2, '10': 1, '9,10': 1, '10,11': 1}",0.10637021064758301,69,"{'0': 17, '54,64': 4, '23,24': 4, '34,43': 4, '43,44': 4, '44,45': 4, '45,54': 4, '24,34': 4, '64,65': 2, '44,43': 2, '93,106': 2, '107,108': 2, '108,112': 2, '87,93': 2, '65,66': 2, '20,21': 2, '24,23': 2, '86,87': 2, '34,24': 2, '0,14': 2, '43,34': 2, '14,18': 2, '45,44': 2, '18,19': 2, '54,45': 2, '85,86': 2, '64,54': 2, '19,20': 2, '22,23': 2, '73,85': 2, '21,22': 2, '106,107': 2, '87,86': 1, '107,106': 1, '93,87': 1, '86,85': 1, '106,93': 1, '85,73': 1, '20,19': 1, '108,107': 1, '112,108': 1, '66,65': 1, '65,64': 1, '14,0': 1, '18,14': 1, '19,18': 1, '23,22': 1, '22,21': 1, '21,20': 1, '66,73': 1}"
29,12,0.10834360122680664,11,"{'115': 7, '114': 6, '115,114': 3, '114,113': 1}",0.04949164390563965,9,"{'10': 5, '10,11': 2, '11,10': 1, '10,9': 1}",0.04013204574584961,9,"{'10': 5, '10,11': 2, '11,10': 1, '10,9': 1}",0.2327728271484375,90,"{'62': 22, '0': 9, '124,125': 2, '39,40': 2, '40,41': 2, '41,53': 2, '62,72': 2, '53,60': 2, '60,61': 2, '72,81': 2, '61,62': 2, '10,11': 2, '33,39': 2, '123,124': 2, '81,82': 2, '122,123': 2, '111,122': 2, '82,83': 2, '104,111': 2, '103,104': 2, '83,92': 2, '102,103': 2, '92,102': 2, '62,63': 2, '46,47': 2, '18,19': 2, '63,64': 2, '20,33': 2, '14,18': 2, '28,29': 2, '11,12': 2, '54,64': 2, '29,30': 2, '45,46': 2, '12,17': 2, '17,30': 2, '45,54': 2, '19,20': 2, '28,35': 2, '0,14': 2, '63,62': 1, '47,46': 1, '47,35': 1, '92,83': 1, '82,81': 1, '83,82': 1, '46,45': 1, '54,45': 1, '81,72': 1, '64,54': 1, '72,62': 1, '64,63': 1, '102,92': 1, '125,124': 1, '103,102': 1, '104,103': 1, '11,10': 1, '12,11': 1, '14,0': 1, '17,12': 1, '18,14': 1, '19,18': 1, '20,19': 1, '30,17': 1, '30,29': 1, '29,28': 1, '33,20': 1, '35,28': 1, '39,33': 1, '40,39': 1, '41,40': 1, '53,41': 1, '60,53': 1, '61,60': 1, '62,61': 1, '124,123': 1, '123,122': 1, '122,111': 1, '111,104': 1, '47': 1}"
29,13,0.08134794235229492,11,"{'9': 7, '10': 7, '10,9': 3}",0.04143333435058594,9,"{'9': 6, '9,10': 2, '10,9': 1}",0.0488886833190918,9,"{'113': 6, '113,114': 2, '114,113': 1}",0.1203455924987793,78,"{'0': 19, '72': 17, '114,115': 2, '79,91': 2, '100,110': 2, '117,118': 2, '116,117': 2, '99,100': 2, '115,116': 2, '14,18': 2, '0,14': 2, '113,114': 2, '98,99': 2, '62,72': 2, '61,62': 2, '91,98': 2, '60,61': 2, '53,60': 2, '110,118': 2, '41,53': 2, '33,39': 2, '18,19': 2, '72,81': 2, '19,20': 2, '20,33': 2, '80,81': 2, '39,40': 2, '79,80': 2, '40,41': 2, '80,79': 1, '118,110': 1, '99,98': 1, '100,99': 1, '81,80': 1, '110,100': 1, '91,79': 1, '81,72': 1, '98,91': 1, '14,0': 1, '118,117': 1, '41,40': 1, '18,14': 1, '19,18': 1, '20,19': 1, '33,20': 1, '39,33': 1, '40,39': 1, '53,41': 1, '117,116': 1, '60,53': 1, '61,60': 1, '62,61': 1, '72,62': 1, '115,114': 1, '116,115': 1, '114,113': 1}"
29,14,0.10693860054016113,10,"{'114': 7, '113': 5, '114,113': 3}",0.0566258430480957,7,"{'113': 4, '113,114': 2, '114,113': 1}",0.044042110443115234,7,"{'113': 4, '113,114': 2, '114,113': 1}",0.1332569122314453,29,"{'1': 19, '0': 4, '0,1': 2, '1,2': 2, '1,0': 1, '2,1': 1}"
29,15,0.0900425910949707,4,"{'10,11': 2, '11,10': 1, '10,9': 1}",0.04262709617614746,4,"{'10,11': 2, '11,10': 1, '10,9': 1}",0.04439496994018555,4,"{'114,115': 2, '115,114': 1, '114,113': 1}",0.1217646598815918,60,"{'44': 8, '5': 7, '4,5': 4, '43,44': 2, '4,15': 2, '15,22': 2, '0,1': 2, '23,24': 2, '24,34': 2, '34,43': 2, '45,54': 2, '54,64': 2, '5,6': 2, '85,86': 2, '73,85': 2, '66,73': 2, '65,66': 2, '64,65': 2, '86,87': 2, '0': 2, '5,4': 2, '8,16': 2, '1,2': 2, '2,3': 2, '3,4': 2, '6,7': 2, '26,27': 2, '16,26': 2, '22,23': 2, '7,8': 2, '85,73': 1, '44,45': 1, '54,45': 1, '1,0': 1, '64,54': 1, '6,5': 1, '65,64': 1, '2,1': 1, '66,65': 1, '8,7': 1, '73,66': 1, '3,2': 1, '23,22': 1, '26,16': 1, '86,85': 1, '4,3': 1, '87,86': 1, '15,4': 1, '44,43': 1, '16,8': 1, '43,34': 1, '27,26': 1, '34,24': 1, '22,15': 1, '24,23': 1, '7,6': 1}"
29,16,0.0795438289642334,11,"{'9': 7, '10': 6, '10,9': 3}",0.0510258674621582,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.03989076614379883,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.12287139892578125,73,"{'0': 20, '61': 17, '110,118': 2, '40,41': 2, '100,101': 2, '83,92': 2, '100,110': 2, '14,18': 2, '0,14': 2, '118,119': 2, '82,83': 2, '60,61': 2, '53,60': 2, '81,82': 2, '92,102': 2, '41,53': 2, '72,81': 2, '39,40': 2, '33,39': 2, '62,72': 2, '20,33': 2, '19,20': 2, '61,62': 2, '18,19': 2, '101,102': 2, '82,81': 1, '81,72': 1, '83,82': 1, '72,62': 1, '92,83': 1, '62,61': 1, '102,92': 1, '14,0': 1, '102,101': 1, '101,100': 1, '110,100': 1, '118,110': 1, '61,60': 1, '60,53': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '119,118': 1}"
29,17,0.07415604591369629,11,"{'97': 10, '96': 3, '96,97': 1, '96,95': 1, '96,109': 1}",0.03694295883178711,6,"{'96': 3, '96,97': 1, '96,95': 1, '96,109': 1}",0.04293513298034668,6,"{'96': 3, '96,95': 1, '96,97': 1, '96,109': 1}",0.23258519172668457,104,"{'0': 32, '41': 6, '81': 6, '78': 6, '82,83': 4, '72,81': 4, '53,60': 4, '60,61': 4, '62,72': 4, '61,62': 4, '81,82': 3, '41,53': 3, '72,62': 2, '83,82': 2, '0,14': 2, '18,19': 2, '81,72': 2, '101,102': 2, '61,60': 2, '60,53': 2, '14,18': 2, '92,102': 2, '100,101': 2, '62,61': 2, '83,84': 2, '83,92': 2, '56,57': 2, '19,20': 2, '20,33': 2, '78,79': 2, '33,39': 2, '39,40': 2, '79,80': 2, '40,41': 2, '80,81': 2, '57,58': 2, '58,71': 2, '71,77': 2, '81,80': 1, '102,92': 1, '80,79': 1, '14,0': 1, '92,83': 1, '79,78': 1, '78,77': 1, '102,101': 1, '18,14': 1, '101,100': 1, '53,41': 1, '84,83': 1, '77,71': 1, '71,58': 1, '58,57': 1, '57,56': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '82,81': 1}"
29,18,0.04023289680480957,3,{13: 3},0.03061676025390625,3,{109: 3},0.022938013076782227,3,{0: 3},0.022946596145629883,40,{0: 40}
29,19,0.08953642845153809,10,"{'114': 7, '113': 5, '114,113': 3}",0.04043078422546387,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.03291463851928711,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.11964178085327148,63,"{'0': 31, '18': 23, '0,14': 2, '14,18': 2, '21,22': 2, '20,21': 2, '19,20': 2, '18,19': 2, '14,0': 1, '18,14': 1, '22,21': 1, '21,20': 1, '20,19': 1, '19,18': 1}"
29,20,0.0777430534362793,11,"{'10': 10, '9': 5, '9,10': 1}",0.0443878173828125,4,"{'113': 3, '113,114': 1}",0.029921293258666992,4,"{'113': 3, '113,114': 1}",0.131056547164917,36,"{'18': 22, '0': 7, '0,14': 2, '14,18': 2, '19,20': 2, '14,0': 1, '18,14': 1, '20,19': 1, '18,19': 1}"
29,21,0.09050154685974121,11,"{'11': 10, '10': 2, '10,11': 1, '10,9': 1}",0.0483853816986084,3,"{'10,11': 1, '10,9': 1, '10': 1}",0.03444194793701172,5,"{'10': 3, '10,11': 1, '10,9': 1}",0.13678717613220215,94,"{'53': 33, '33': 17, '33,39': 4, '40,41': 4, '39,40': 4, '41,53': 4, '40,39': 2, '61,62': 2, '72,81': 2, '82,83': 2, '83,92': 2, '62,72': 2, '92,102': 2, '102,103': 2, '18,19': 2, '103,104': 2, '53,41': 2, '0,14': 2, '41,40': 2, '4,15': 2, '81,82': 2, '39,33': 2, '20,33': 2, '19,20': 2, '15,22': 2, '60,61': 2, '21,22': 2, '33,20': 2, '20,21': 2, '14,18': 2, '82,81': 1, '72,62': 1, '61,60': 1, '62,61': 1, '53,60': 1, '81,72': 1, '14,0': 1, '18,14': 1, '104,103': 1, '83,82': 1, '92,83': 1, '102,92': 1, '103,102': 1, '15,4': 1, '21,20': 1, '22,21': 1, '22,15': 1, '20,19': 1, '19,18': 1, '0': 1}"
29,22,0.06809639930725098,11,"{'10': 10, '9': 4, '9,10': 1}",0.042508840560913086,5,"{'113': 4, '113,114': 1}",0.03796672821044922,6,"{'9': 5, '9,10': 1}",0.25108909606933594,56,"{'41': 29, '39,40': 2, '53,60': 2, '60,61': 2, '61,62': 2, '62,72': 2, '72,81': 2, '81,82': 2, '82,83': 2, '0,14': 2, '40,41': 2, '0': 2, '83,92': 2, '18,19': 2, '20,33': 2, '14,18': 2, '19,20': 2, '33,39': 2, '41,53': 1, '60,53': 1, '14,0': 1, '61,60': 1, '62,61': 1, '18,14': 1, '72,62': 1, '39,33': 1, '81,72': 1, '82,81': 1, '83,82': 1, '20,19': 1, '92,83': 1, '41,40': 1, '33,20': 1, '40,39': 1, '19,18': 1}"
29,23,0.05341362953186035,2,{13: 2},0.03247213363647461,2,{109: 2},0.026027441024780273,2,{0: 2},0.018947839736938477,87,{0: 87}
29,24,0.0770103931427002,11,"{'114': 10, '113': 4, '113,114': 1}",0.04491591453552246,5,"{'9': 4, '9,10': 1}",0.03490447998046875,5,"{'113': 4, '113,114': 1}",0.14957666397094727,104,"{'2': 91, '0': 6, '0,1': 2, '1,2': 2, '4,5': 2, '3,4': 2, '1,0': 1, '2,1': 1, '5,4': 1, '4,3': 1, '2,3': 1}"
